,gene,result,rank,azimuth
1575,CD45,1,0.949458484,0.5366453257
1583,CD45,0,0.602888087,0.5054031557
1585,CD45,0,0.039711191,0.1238948858
1641,CD45,0,0.173285199,0.4414386959
1647,CD45,0,0.032490975,0.2797043077
1708,CD45,1,0.837545126,0.6255342511
1757,CD45,0,0.613718412,0.5374325167
1809,CD45,0,0.342960289,0.4431867196
1827,CD45,0,0.400722022,0.4971286552
1834,CD45,0,0.328519856,0.4091444585
1898,CD45,0,0.628158845,0.5821978419
1940,CD45,0,0.064981949,0.3251433409
1957,CD45,1,0.80866426,0.6923045134
1975,CD45,1,0.909747292,0.5609910914
2012,CD45,0,0.144404332,0.2713142442
2029,CD45,0,0.415162455,0.5415131828
2064,CD45,0,0.494584838,0.5134217329
2071,CD45,0,0.527075812,0.424531888
2079,CD45,0,0.166064982,0.5588176122
2228,CD45,0,0.198555957,0.3792247215
2264,CD45,0,0.711191336,0.60008549
2298,CD45,0,0.516245487,0.5864454741
2310,CD45,0,0.104693141,0.2479185674
2356,CD45,0,0.097472924,0.3809939315
2363,CD45,0,0.649819495,0.5429219378
2383,CD45,1,0.891696751,0.6265891223
2438,CD45,0,0.512635379,0.6056455944
2470,CD45,0,0.21299639,0.2751279313
2472,CD45,0,0.642599278,0.703669219
2494,CD45,0,0.353790614,0.4572533511
2503,CD45,0,0.079422383,0.2037591614
2526,CD45,0,0.324909747,0.4153986899
2550,CD45,0,0.476534296,0.5093047905
2564,CD45,0,0.429602888,0.5909905685
2624,CD45,0,0.740072202,0.5852431856
2636,CD45,0,0.321299639,0.4828336055
2699,CD45,0,0.761732852,0.6367117985
2701,CD45,0,0.646209386,0.607931828
2723,CD45,0,0.411552347,0.5991257757
2727,CD45,0,0.158844765,0.2867119681
2784,CD45,0,0.664259928,0.5521391812
2785,CD45,0,0.570397112,0.4951753139
2810,CD45,1,0.974729242,0.6100853214
2829,CD45,0,0.635379061,0.5399102808
2841,CD45,0,0.776173285,0.4656015675
2852,CD45,0,0.480144404,0.4728353978
2855,CD45,1,0.855595668,0.6618631701
2863,CD45,1,0.815884477,0.6641219227
2873,CD45,1,0.963898917,0.6814814437
2937,CD45,0,0.368231047,0.6845473293
3006,CD45,0,0.393501805,0.4969975496
3042,CD45,1,0.945848375,0.5762197507
3076,CD45,1,0.833935018,0.7660055449
3168,CD45,0,0.768953069,0.5616395904
3286,CD45,0,0.732851986,0.5305546229
3350,CD45,1,0.920577617,0.7062456483
3370,CD45,0,0.357400722,0.397527912
3380,CD45,0,0.758122744,0.6203983851
3454,CD45,1,0.916967509,0.5992729628
3464,CD45,0,0.216606498,0.4035507578
3548,CD45,0,0.14801444,0.1302091363
3549,CD45,0,0.667870036,0.3816227375
3571,CD45,0,0.122743682,0.3347548008
3615,CD45,0,0.068592058,0.4435894853
3649,CD45,1,0.967509025,0.6086154032
3652,CD45,1,0.953068592,0.6339571224
3664,CD45,0,0.797833935,0.6188261829
3674,CD45,0,0.057761733,0.2774098231
3725,CD45,0,0.187725632,0.2546927982
3749,CD45,0,0.162454874,0.4744965993
3750,CD45,0,0.685920578,0.5819884451
3755,CD45,0,0.397111913,0.4706120834
3842,CD45,1,0.812274368,0.5544918
3848,CD45,1,0.97833935,0.7920782925
3855,CD45,0,0.718411552,0.6644866718
3866,CD45,1,0.913357401,0.6635040018
3868,CD45,0,0.55234657,0.5064131483
3889,CD45,0,0.660649819,0.5134608376
3898,CD45,0,0.678700361,0.6058489453
3910,CD45,0,0.523465704,0.4957126883
3917,CD45,0,0.682310469,0.5164820494
3957,CD45,0,0.440433213,0.4970634548
3983,CD45,0,0.036101083,0.3246744214
4014,CD45,0,0.794223827,0.6666120366
4031,CD45,1,0.880866426,0.6956707242
4060,CD45,0,0.714801444,0.5240786777
4118,CD45,0,0.252707581,0.3566386273
4120,CD45,0,0.371841155,0.550117199
4122,CD45,1,0.873646209,0.6581596879
4136,CD45,1,0.9566787,0.5844805915
4139,CD45,0,0.277978339,0.4833537787
4161,CD45,0,0.202166065,0.3825976956
4173,CD45,0,0.176895307,0.5053096742
4182,CD45,0,0.729241877,0.507606309
4207,CD45,0,0.610108303,0.6323668393
4212,CD45,1,0.877256318,0.5660923783
4216,CD45,0,0.310469314,0.4479716929
4227,CD45,1,0.992779783,0.7319602922
4257,CD45,0,0.083032491,0.3706299292
4258,CD45,0,0.155234657,0.445277982
4259,CD45,1,1,0.5872203373
4273,CD45,1,0.848375451,0.6198356826
4279,CD45,0,0.151624549,0.5417340517
4281,CD45,0,0.555956679,0.4493734307
4287,CD45,0,0.090252708,0.2453389039
4293,CD45,0,0.02166065,0.2673354517
4307,CD45,0,0.747292419,0.6147940001
4313,CD45,0,0.339350181,0.6580757262
4320,CD45,0,0.693140794,0.5492740409
4322,CD45,0,0.76534296,0.5628209498
4356,CD45,0,0.469314079,0.5835128173
4366,CD45,1,0.805054152,0.695299994
4401,CD45,0,0.285198556,0.4295403243
4420,CD45,1,0.866425993,0.4575290911
4426,CD45,0,0.783393502,0.5965004544
4441,CD45,0,0.299638989,0.4707930771
4459,CD45,0,0.44765343,0.4612230579
4531,CD45,0,0.696750903,0.5311632239
4544,CD45,0,0.444043321,0.3876742611
4549,CD45,0,0.534296029,0.4967147573
4550,CD45,0,0.086642599,0.2709938238
4552,CD45,0,0.014440433,0.2161458312
4583,CD45,0,0.451263538,0.48191373
4601,CD45,0,0.577617329,0.5945491803
4642,CD45,0,0.624548736,0.5568619065
4644,CD45,0,0.754512635,0.6158451849
4656,CD45,0,0.054151625,0.1482839654
4685,CD45,0,0.346570397,0.3696929783
4686,CD45,0,0.0433213,0.437564989
4768,CD45,1,0.826714801,0.4824762056
4793,CD45,0,0.722021661,0.5493552484
4808,CD45,0,0.675090253,0.5509588839
4880,CD45,0,0.007220217,0.3104219781
4920,CD45,0,0.379061372,0.5866313727
4926,CD45,0,0.317689531,0.4296549051
4954,CD45,0,0.490974729,0.5263626361
4955,CD45,0,0.129963899,0.5612587837
4985,CD45,1,0.935018051,0.7806058235
4987,CD45,0,0.126353791,0.3060844419
4988,CD45,0,0.541516245,0.5411784886
4993,CD45,0,0.63898917,0.4616994288
5027,CD45,0,0.563176895,0.541695046
5062,CD45,1,0.844765343,0.6842250706
5073,CD45,0,0.364620939,0.483592159
5075,CD45,0,0.588447653,0.4934317094
5077,CD45,0,0.220216606,0.4672163909
5086,CD45,0,0.350180505,0.3477436498
5093,CD45,1,0.985559567,0.7550673627
5097,CD45,0,0.025270758,0.0641395166
5109,CD45,1,0.85198556,0.5803704684
5117,CD45,0,0.050541516,0.3388617945
5124,CD45,0,0.537906137,0.5472850582
5131,CD45,0,0.509025271,0.5294414944
5136,CD45,0,0.433212996,0.5427322587
5194,CD45,0,0.137184116,0.4116319154
5251,CD45,1,0.862815884,0.7105106137
5254,CD45,0,0.093862816,0.2587386275
5257,CD45,0,0.101083032,0.193293836
5259,CD45,0,0.072202166,0.3426877528
5280,CD45,0,0.281588448,0.6320102147
5282,CD45,0,0.700361011,0.6833711895
5284,CD45,0,0.140794224,0.5123655255
1,CD5,0,0.083682008,0.5444118584
3,CD5,0,0.184100418,0.4762318347
7,CD5,0,0.188284519,0.592484894
25,CD5,0,0.715481172,0.6305218551
89,CD5,0,0.468619247,0.4556350807
108,CD5,0,0.054393305,0.3809323069
125,CD5,0,0.213389121,0.4007831946
173,CD5,0,0.025104603,0.354725368
180,CD5,0,0.686192469,0.5850487978
191,CD5,0,0.644351464,0.5257021314
196,CD5,0,0.669456067,0.823828433
273,CD5,0,0.556485356,0.5656056976
287,CD5,0,0.623430962,0.6077374338
308,CD5,0,0.769874477,0.6958696087
332,CD5,0,0.380753138,0.4233928845
335,CD5,0,0.728033473,0.5941336609
351,CD5,0,0.661087866,0.5622325235
376,CD5,0,0.627615063,0.6163996221
384,CD5,0,0.117154812,0.5566816145
385,CD5,1,0.820083682,0.6000693367
386,CD5,0,0.523012552,0.3906349574
409,CD5,0,0.30125523,0.4942743545
438,CD5,0,0.376569038,0.5973732155
467,CD5,0,0.790794979,0.6112476413
494,CD5,0,0.615062762,0.5866371252
518,CD5,1,0.815899582,0.6932374193
535,CD5,0,0.217573222,0.415142091
538,CD5,1,0.878661088,0.6181836871
577,CD5,0,0.765690377,0.5409172532
592,CD5,0,0.062761506,0.3213620666
637,CD5,1,0.807531381,0.7080825955
642,CD5,0,0.372384937,0.4759634864
669,CD5,0,0.259414226,0.4344247939
695,CD5,0,0.79916318,0.5088160733
746,CD5,0,0.175732218,0.4318237697
751,CD5,0,0.481171548,0.3934952994
767,CD5,0,0.108786611,0.5575637876
806,CD5,1,0.970711297,0.6300807582
811,CD5,0,0.60251046,0.6303982752
827,CD5,0,0.242677824,0.5074294232
858,CD5,0,0.368200837,0.3137631618
900,CD5,1,0.89958159,0.5289132886
910,CD5,0,0.640167364,0.6617259904
935,CD5,0,0.121338912,0.4713177586
963,CD5,0,0.39748954,0.5522240106
969,CD5,1,0.933054393,0.6224446541
976,CD5,0,0.577405858,0.4871156047
1011,CD5,0,0.255230126,0.5524880078
1026,CD5,0,0.753138075,0.6858855069
1045,CD5,1,0.853556485,0.6347452748
1048,CD5,0,0.125523013,0.2624487892
1061,CD5,0,0.694560669,0.6929396151
1118,CD5,1,0.912133891,0.5795030126
1123,CD5,0,0.682008368,0.6130329796
1203,CD5,0,0.071129707,0.3153703449
1204,CD5,0,0.393305439,0.5046175105
1218,CD5,1,0.991631799,0.6647060288
1248,CD5,0,0.569037657,0.4833373567
1268,CD5,0,0.205020921,0.5261339777
1273,CD5,0,0.464435146,0.6283287029
1279,CD5,0,0.238493724,0.5305445826
1281,CD5,1,0.824267782,0.6131023117
1291,CD5,0,0.355648536,0.3905551655
1298,CD5,0,0.70292887,0.5102398132
1318,CD5,1,0.920502092,0.6605866281
1329,CD5,0,0.774058577,0.6568502895
1336,CD5,0,0.313807531,0.607619014
1369,CD5,1,0.836820084,0.6792052709
1373,CD5,0,0.251046025,0.4753182374
1386,CD5,0,0.133891213,0.3607832501
1403,CD5,1,0.941422594,0.6454799011
1414,CD5,1,0.80334728,0.6858751304
1415,CD5,0,0.673640167,0.6342438162
1416,CD5,0,0.782426778,0.7047437786
1431,CD5,0,0.046025105,0.3631712539
1436,CD5,0,0.443514644,0.5532937544
1469,CD5,0,0.033472803,0.4763106197
1483,CD5,1,0.870292887,0.613918838
1488,CD5,0,0.158995816,0.4360651521
1489,CD5,0,0.179916318,0.4327816603
1523,CD5,0,0.276150628,0.3927140416
1524,CD5,0,0.041841004,0.3963958856
1621,CD5,0,0.476987448,0.4875349482
1625,CD5,0,0.585774059,0.522609845
1632,CD5,0,0.619246862,0.6591186009
1648,CD5,0,0.711297071,0.6033768219
1690,CD5,0,0.305439331,0.5181209787
1718,CD5,0,0.09623431,0.3552943111
1724,CD5,0,0.347280335,0.5107530334
1740,CD5,0,0.029288703,0.4277262411
1797,CD5,0,0.552301255,0.45631966
1853,CD5,0,0.263598326,0.619513158
1867,CD5,1,0.874476987,0.5539871286
1895,CD5,1,0.962343096,0.6931798994
1907,CD5,0,0.560669456,0.6699092496
1931,CD5,1,0.887029289,0.6080225921
1938,CD5,0,0.757322176,0.6039784809
1962,CD5,0,0.322175732,0.4395127401
1968,CD5,0,0.146443515,0.2774940031
1969,CD5,0,0.564853556,0.6196021911
2034,CD5,1,0.828451883,0.6454467152
2137,CD5,0,0.150627615,0.4610053065
2168,CD5,0,0.786610879,0.540298489
2202,CD5,0,0.29707113,0.4647999566
2259,CD5,0,0.794979079,0.7701865271
2309,CD5,0,0.50209205,0.5223683017
2324,CD5,0,0.167364017,0.3465038197
2335,CD5,0,0.539748954,0.4177658684
2347,CD5,0,0.610878661,0.5986032526
2394,CD5,1,0.861924686,0.5966240743
2403,CD5,0,0.581589958,0.4738124692
2406,CD5,0,0.510460251,0.4267490486
2417,CD5,0,0.267782427,0.5405796219
2452,CD5,1,0.907949791,0.5926441917
2463,CD5,1,0.90376569,0.7314767432
2469,CD5,0,0.087866109,0.3872851702
2493,CD5,0,0.066945607,0.4941060512
2510,CD5,0,0.234309623,0.4060691651
2524,CD5,0,0.334728033,0.5855206922
2546,CD5,0,0.456066946,0.5436281943
2585,CD5,0,0.410041841,0.3048354943
2604,CD5,0,0.514644351,0.500050926
2671,CD5,0,0.748953975,0.685951462
2714,CD5,0,0.573221757,0.5718574263
2724,CD5,0,0.451882845,0.63281658
2746,CD5,0,0.460251046,0.4205788247
2774,CD5,0,0.49790795,0.5281027989
2808,CD5,1,0.832635983,0.5480670089
2827,CD5,0,0.129707113,0.3724010614
2889,CD5,1,0.966527197,0.7668852817
2916,CD5,0,0.493723849,0.5777885301
2923,CD5,0,0.435146444,0.5108914518
2926,CD5,0,0.761506276,0.4983571962
2982,CD5,1,0.841004184,0.4950647502
3022,CD5,0,0.740585774,0.5412964164
3067,CD5,1,0.916317992,0.7723195844
3109,CD5,1,0.945606695,0.5515445572
3135,CD5,0,0.221757322,0.5907341658
3160,CD5,0,0.384937238,0.5236240482
3176,CD5,0,0.589958159,0.5452086874
3190,CD5,0,0.317991632,0.6658051776
3199,CD5,0,0.414225941,0.5430136608
3250,CD5,0,0.330543933,0.4120966586
3263,CD5,1,0.845188285,0.6007704823
3293,CD5,0,0.543933054,0.3628702281
3297,CD5,1,0.882845188,0.5183910287
3303,CD5,0,0.079497908,0.3417675238
3344,CD5,0,0.058577406,0.4552980436
3351,CD5,1,0.9958159,0.7263601165
3379,CD5,0,0.690376569,0.5327727536
3401,CD5,0,0.606694561,0.4856526024
3481,CD5,0,0.309623431,0.5117865776
3482,CD5,1,0.89539749,0.6581929968
3492,CD5,1,0.987447699,0.6211686773
3495,CD5,0,0.707112971,0.5827245223
3517,CD5,0,0.531380753,0.519327821
3533,CD5,0,0.037656904,0.2699001704
3542,CD5,0,0.112970711,0.4957880628
3563,CD5,0,0.288702929,0.5263856954
3578,CD5,1,0.953974895,0.6201711126
3584,CD5,0,0.527196653,0.3394168551
3593,CD5,0,0.719665272,0.6480418895
3618,CD5,1,0.983263598,0.5734053754
3623,CD5,0,0.439330544,0.5897956006
3651,CD5,0,0.163179916,0.1776379599
3656,CD5,0,0.271966527,0.4360613808
3657,CD5,1,0.857740586,0.6369405183
3685,CD5,0,0.10460251,0.1130860809
3699,CD5,0,0.548117155,0.5805326984
3708,CD5,1,0.979079498,0.7131496233
3717,CD5,0,0.138075314,0.3557490255
3718,CD5,0,0.652719665,0.5616749182
3757,CD5,1,0.974895397,0.6458093968
3773,CD5,0,0.422594142,0.6263716873
3793,CD5,0,0.050209205,0.1894834334
3798,CD5,1,0.928870293,0.6943816309
3804,CD5,0,0.485355649,0.4366334922
3844,CD5,1,0.849372385,0.6615187515
3876,CD5,0,0.230125523,0.482972999
3879,CD5,0,0.20083682,0.5184476043
3920,CD5,0,0.677824268,0.4537464943
3924,CD5,1,0.811715481,0.5215483678
3952,CD5,0,0.326359833,0.3620966091
3977,CD5,0,0.075313808,0.2508558557
4010,CD5,0,0.447698745,0.4687123396
4015,CD5,0,0.225941423,0.4319567633
4018,CD5,0,0.648535565,0.4905522843
4020,CD5,0,0.19665272,0.4163868105
4035,CD5,0,0.280334728,0.4237168069
4036,CD5,1,0.937238494,0.6889338139
4057,CD5,0,0.656903766,0.5677437196
4306,CD5,0,0.732217573,0.6647335967
4350,CD5,1,0.866108787,0.5573524532
4395,CD5,0,0.0041841,0.4137978082
4442,CD5,0,0.209205021,0.4157278337
4470,CD5,0,0.351464435,0.5611718328
4472,CD5,0,0.535564854,0.4986449195
4484,CD5,0,0.192468619,0.3033409337
4488,CD5,0,0.430962343,0.5420953044
4556,CD5,0,0.723849372,0.549706366
4570,CD5,1,0.958158996,0.6108563693
4586,CD5,1,0.949790795,0.7522305948
4599,CD5,0,0.389121339,0.4733350644
4618,CD5,0,0.171548117,0.4937364678
4651,CD5,0,0.418410042,0.6109769226
4662,CD5,1,0.891213389,0.6209059154
4663,CD5,0,0.142259414,0.2389498659
4688,CD5,0,0.092050209,0.3490307596
4704,CD5,0,0.10041841,0.3578457281
4731,CD5,0,0.665271967,0.636502832
4753,CD5,0,0.635983264,0.5904467613
4756,CD5,0,0.284518828,0.340252181
4817,CD5,0,0.020920502,0.4622817895
4833,CD5,0,0.292887029,0.5698318245
4852,CD5,0,0.69874477,0.6073180621
4853,CD5,1,0.924686192,0.6131960283
4881,CD5,0,0.338912134,0.4574115321
4888,CD5,0,0.744769874,0.6314639891
4922,CD5,0,0.008368201,0.1254868101
4958,CD5,0,0.40167364,0.3603620033
4973,CD5,0,0.59832636,0.5442401968
4974,CD5,0,0.778242678,0.6656873639
4984,CD5,0,0.736401674,0.6322912832
5001,CD5,0,0.154811715,0.3694457555
5005,CD5,0,0.518828452,0.4750224291
5011,CD5,0,0.246861925,0.4025935247
5032,CD5,0,0.343096234,0.5948053137
5119,CD5,0,0.631799163,0.6253527029
5123,CD5,0,0.012552301,0.4547941127
5125,CD5,0,0.359832636,0.4587744459
5140,CD5,0,0.405857741,0.4457538554
5144,CD5,0,0.364016736,0.4138285811
5147,CD5,0,0.594142259,0.5373143525
5167,CD5,0,0.472803347,0.4605399734
5172,CD5,0,0.506276151,0.4926773053
5196,CD5,0,0.426778243,0.4129239297
5205,CD5,1,1,0.7081869105
5206,CD5,0,0.016736402,0.2909655409
5234,CD5,0,0.489539749,0.3974785696
5,CUL3,0,0.149350649,0.2908406197
12,CUL3,0,0.188311688,0.4143436943
18,CUL3,0,0.246753247,0.4098619261
29,CUL3,0,0.071428571,0.3396189216
45,CUL3,0,0.279220779,0.4613847192
48,CUL3,0,0.62987013,0.4996671892
56,CUL3,0,0.506493506,0.484396172
67,CUL3,0,0.75974026,0.3776143351
85,CUL3,0,0.285714286,0.5916450041
124,CUL3,0,0.558441558,0.5783741795
161,CUL3,1,0.974025974,0.6333755612
170,CUL3,0,0.324675325,0.5089672142
190,CUL3,1,0.857142857,0.619344621
192,CUL3,1,0.883116883,0.6182077555
210,CUL3,1,0.961038961,0.5802073391
212,CUL3,0,0.298701299,0.5362805726
230,CUL3,0,0.123376623,0.3182334093
250,CUL3,0,0.603896104,0.5158039794
261,CUL3,0,0.25974026,0.4521333503
270,CUL3,1,0.88961039,0.3728315515
329,CUL3,1,0.922077922,0.5800066862
372,CUL3,1,0.87012987,0.5279474357
394,CUL3,0,0.12987013,0.5269383178
398,CUL3,0,0.74025974,0.5281654562
474,CUL3,0,0.512987013,0.552877242
543,CUL3,0,0.168831169,0.1072196248
606,CUL3,0,0.636363636,0.5109215355
612,CUL3,0,0.532467532,0.4584024943
634,CUL3,0,0.785714286,0.5571031782
748,CUL3,1,0.876623377,0.5683908486
766,CUL3,0,0.253246753,0.3423492589
796,CUL3,0,0.474025974,0.5529725826
919,CUL3,0,0.779220779,0.5832454915
933,CUL3,0,0.707792208,0.6068998739
946,CUL3,0,0.077922078,0.297642409
951,CUL3,1,0.928571429,0.6807799555
958,CUL3,0,0.155844156,0.0721630192
967,CUL3,0,0.220779221,0.2983257974
971,CUL3,0,0.727272727,0.4470930336
995,CUL3,0,0.584415584,0.7161805453
1053,CUL3,0,0.448051948,0.7070802772
1090,CUL3,0,0.272727273,0.4021551635
1107,CUL3,0,0.350649351,0.5709612175
1109,CUL3,0,0.545454545,0.3380230431
1111,CUL3,0,0.564935065,0.5775533421
1127,CUL3,0,0.266233766,0.4822256142
1152,CUL3,0,0.136363636,0.2668567266
1171,CUL3,0,0.363636364,0.5885063318
1214,CUL3,0,0.422077922,0.6198976532
1225,CUL3,1,1,0.5458153157
1238,CUL3,0,0.233766234,0.3610227856
1420,CUL3,1,0.824675325,0.5739958768
1486,CUL3,0,0.681818182,0.6676589218
1542,CUL3,0,0.305194805,0.4047866317
1556,CUL3,0,0.461038961,0.6222953081
1584,CUL3,0,0.642857143,0.7132716013
1869,CUL3,0,0.337662338,0.5565033183
1984,CUL3,0,0.701298701,0.6974964125
2041,CUL3,0,0.175324675,0.2978515458
2052,CUL3,1,0.993506494,0.6754793077
2249,CUL3,0,0.142857143,0.2926495666
2255,CUL3,0,0.649350649,0.6588709193
2280,CUL3,0,0.24025974,0.5116480121
2351,CUL3,1,0.837662338,0.4266142916
2381,CUL3,0,0.045454545,0.3508608653
2402,CUL3,0,0.772727273,0.558944812
2505,CUL3,0,0.798701299,0.5581268957
2523,CUL3,1,0.805194805,0.5009389023
2599,CUL3,0,0.162337662,0.5719521936
2601,CUL3,0,0.064935065,0.3391751091
2613,CUL3,1,0.987012987,0.5090038043
2705,CUL3,0,0.688311688,0.5940828422
2711,CUL3,0,0.733766234,0.6078577273
2744,CUL3,0,0.675324675,0.568093199
2760,CUL3,0,0.415584416,0.4670000896
2807,CUL3,0,0.227272727,0.4072386343
2818,CUL3,1,0.980519481,0.6906278498
2832,CUL3,0,0.577922078,0.4750029409
2922,CUL3,0,0.194805195,0.2605379959
2930,CUL3,0,0.344155844,0.5272533909
2980,CUL3,0,0.454545455,0.4985322258
2998,CUL3,1,0.811688312,0.6834039732
3021,CUL3,0,0.694805195,0.514307309
3129,CUL3,1,0.948051948,0.587916119
3146,CUL3,0,0.409090909,0.6028063161
3177,CUL3,0,0.032467532,0.289062357
3178,CUL3,0,0.214285714,0.5352472807
3240,CUL3,0,0.623376623,0.4457504196
3254,CUL3,0,0.038961039,0.2167696963
3259,CUL3,0,0.720779221,0.728161177
3308,CUL3,0,0.662337662,0.4648796273
3326,CUL3,0,0.525974026,0.6370374224
3352,CUL3,0,0.467532468,0.5464038672
3359,CUL3,0,0.538961039,0.6714412579
3383,CUL3,0,0.201298701,0.4928014306
3457,CUL3,0,0.480519481,0.4834177957
3716,CUL3,1,0.954545455,0.5343203153
3744,CUL3,0,0.519480519,0.4639665447
3794,CUL3,1,0.941558442,0.6381597208
3867,CUL3,0,0.396103896,0.6916497278
3926,CUL3,0,0.37012987,0.5790697671
3993,CUL3,0,0.428571429,0.3653058222
4021,CUL3,0,0.668831169,0.5088414158
4025,CUL3,0,0.207792208,0.2931420567
4028,CUL3,0,0.38961039,0.5347933618
4046,CUL3,0,0.435064935,0.5739796118
4056,CUL3,0,0.753246753,0.3402189986
4069,CUL3,0,0.616883117,0.5205958089
4086,CUL3,0,0.487012987,0.389348099
4155,CUL3,0,0.441558442,0.5419221509
4159,CUL3,0,0.551948052,0.5143790703
4169,CUL3,0,0.493506494,0.5109153075
4174,CUL3,0,0.311688312,0.3449601918
4188,CUL3,0,0.597402597,0.4573870835
4198,CUL3,0,0.11038961,0.3551859153
4219,CUL3,0,0.376623377,0.5186056083
4220,CUL3,1,0.902597403,0.6397757527
4244,CUL3,0,0.5,0.5079519503
4246,CUL3,0,0.714285714,0.4686150125
4264,CUL3,1,0.935064935,0.6984846053
4289,CUL3,0,0.012987013,0.3307594596
4294,CUL3,0,0.292207792,0.5248958979
4370,CUL3,0,0.116883117,0.3561359108
4454,CUL3,0,0.331168831,0.3394648613
4497,CUL3,0,0.181818182,0.5502875433
4554,CUL3,0,0.051948052,0.2539283424
4630,CUL3,0,0.61038961,0.5388353973
4653,CUL3,1,0.909090909,0.5956476838
4655,CUL3,0,0.590909091,0.4696609389
4760,CUL3,0,0.006493506,0.2357087957
4842,CUL3,0,0.357142857,0.7208637174
4897,CUL3,0,0.792207792,0.5865105623
4921,CUL3,0,0.383116883,0.2815381131
4943,CUL3,0,0.318181818,0.5461933283
4957,CUL3,0,0.746753247,0.3917948912
4996,CUL3,0,0.058441558,0.242727519
5038,CUL3,1,0.818181818,0.5303599248
5041,CUL3,0,0.766233766,0.4789034807
5044,CUL3,0,0.097402597,0.4080050375
5074,CUL3,1,0.967532468,0.4256667676
5092,CUL3,0,0.025974026,0.4327680574
5096,CUL3,0,0.084415584,0.4426900041
5149,CUL3,1,0.915584416,0.7635148715
5178,CUL3,0,0.090909091,0.2384941004
5188,CUL3,0,0.655844156,0.6441981647
5232,CUL3,1,0.863636364,0.6551229014
5250,CUL3,0,0.019480519,0.2613794248
5273,CUL3,1,0.831168831,0.5926680265
5275,CUL3,1,0.844155844,0.6224393329
5276,CUL3,0,0.402597403,0.3243334575
5286,CUL3,1,0.896103896,0.6066104053
5298,CUL3,0,0.103896104,0.175718236
5306,CUL3,1,0.850649351,0.5867579731
5307,CUL3,0,0.571428571,0.4920657478
21,H2-K,0,0.692307692,0.6424022417
94,H2-K,0,0.426035503,0.5072004452
95,H2-K,0,0.769230769,0.6002272873
122,H2-K,0,0.526627219,0.5197948337
127,H2-K,0,0.473372781,0.4851404289
154,H2-K,0,0.165680473,0.4769984453
172,H2-K,0,0.591715976,0.5836526308
208,H2-K,0,0.568047337,0.5179235075
330,H2-K,0,0.029585799,0.2875153505
347,H2-K,0,0.639053254,0.5993645492
350,H2-K,0,0.047337278,0.4520434738
410,H2-K,0,0.284023669,0.419371669
411,H2-K,0,0.159763314,0.4284917887
422,H2-K,0,0.059171598,0.4824440288
444,H2-K,0,0.349112426,0.5105636564
502,H2-K,0,0.514792899,0.5322902044
584,H2-K,1,0.875739645,0.6794619714
594,H2-K,0,0.355029586,0.7052477673
600,H2-K,0,0.704142012,0.6737584651
608,H2-K,1,0.828402367,0.5418126833
633,H2-K,0,0.710059172,0.6538654459
674,H2-K,0,0.792899408,0.3812112779
702,H2-K,0,0.218934911,0.3502847201
715,H2-K,0,0.50887574,0.5160074796
720,H2-K,1,0.899408284,0.3841485358
820,H2-K,1,0.822485207,0.6499636949
839,H2-K,1,0.881656805,0.6310936649
850,H2-K,0,0.366863905,0.7038988769
866,H2-K,0,0.378698225,0.5247937397
889,H2-K,0,0.733727811,0.6879206657
945,H2-K,0,0.562130178,0.3971110605
1028,H2-K,0,0.609467456,0.4646402213
1082,H2-K,0,0.449704142,0.4557883661
1099,H2-K,0,0.455621302,0.6109343623
1147,H2-K,0,0.431952663,0.4972132045
1219,H2-K,1,0.976331361,0.7120392424
1231,H2-K,0,0.437869822,0.3653312255
1239,H2-K,1,0.911242604,0.627826327
1251,H2-K,0,0.289940828,0.4084536089
1255,H2-K,1,0.857988166,0.5242830834
1284,H2-K,0,0.065088757,0.2153992308
1301,H2-K,0,0.485207101,0.6592537039
1305,H2-K,0,0.579881657,0.4981973714
1317,H2-K,0,0.124260355,0.3376431934
1458,H2-K,0,0.130177515,0.4831551456
1472,H2-K,0,0.686390533,0.5627430458
1476,H2-K,0,0.278106509,0.473111771
1534,H2-K,0,0.118343195,0.3181382658
1538,H2-K,0,0.076923077,0.3197604316
1551,H2-K,0,0.585798817,0.6502109665
1560,H2-K,0,0.035502959,0.1733681983
1622,H2-K,0,0.112426036,0.2862976165
1654,H2-K,0,0.443786982,0.548674722
1697,H2-K,0,0.627218935,0.5050944343
1722,H2-K,1,0.852071006,0.6571443827
1756,H2-K,0,0.337278107,0.520505129
1775,H2-K,0,0.49704142,0.6422064799
1781,H2-K,0,0.195266272,0.3127115392
1812,H2-K,0,0.420118343,0.3283231752
1817,H2-K,0,0.674556213,0.6195969972
1838,H2-K,0,0.25443787,0.3620776938
1852,H2-K,0,0.75147929,0.6026540931
1890,H2-K,0,0.071005917,0.2422084888
1915,H2-K,0,0.573964497,0.4397739912
1927,H2-K,0,0.360946746,0.5454718382
1933,H2-K,0,0.414201183,0.6571518898
1954,H2-K,0,0.384615385,0.4497128443
1992,H2-K,0,0.171597633,0.4267544489
2018,H2-K,1,0.834319527,0.6449380918
2024,H2-K,1,0.905325444,0.6751461112
2040,H2-K,0,0.532544379,0.5802157843
2083,H2-K,0,0.088757396,0.272312327
2102,H2-K,0,0.319526627,0.4634977189
2105,H2-K,0,0.189349112,0.3116911611
2108,H2-K,0,0.479289941,0.4384063131
2118,H2-K,1,0.99408284,0.6190925342
2146,H2-K,1,0.952662722,0.7102490886
2154,H2-K,0,0.75739645,0.6112203716
