Target gene,Percent.Peptide,Amino.Acid.Cut.position,score_drug_gene_rank,score_drug_gene_threshold,predictions,A_18,C_20,C_24,G_18,G_24,G_28,T_22,T_23,T_24,AC_21,GA_24,GG_20,TG_23,TT_21,TT_23,GGG_26,TGG_25,TTC_22,TTG_24,TTT_22,GTGG_24,TGGG_25,TTTG_23,GC_Count,A_Count,G_Count
TADA1,98.21,329,0.376146789,0,0.2892436789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,12
MED12,34.77,757,0.340909091,0,0.3164286763,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,17,4,11
MED12,34.77,757,0.291125541,0,0.3164286763,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,17,4,11
CD15,92.08,488,0.274725275,0,0.4291591005,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,6,12
CD13,8.69,84,0.302197802,0,0.4482065937,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18,5,10
CD5,2.43,12,0.941422594,1,0.6454799011,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,19,6,9
MED12,97.98,2133,0.102813853,0,-0.0162174651,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,22,4,13
MED12,97.98,2133,0.038961039,0,-0.0162174651,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,22,4,13
CD13,15.51,150,0.504395604,0,0.5786273506,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,5,9
TADA2B,6.19,26,0.631578947,0,0.5092849674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,10
CD33,37.91,138,0.383116883,0,0.4565212821,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,8
CD45,84.16,951,0.902527076,1,0.5530703296,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17,4,6
MED12,16.49,359,0.927489177,1,0.7499605874,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,10
MED12,16.49,359,0.943722944,1,0.7499605874,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,10
CD15,32.08,170,0.769230769,0,0.6165344098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,11
CD13,44.47,430,0.349450549,0,0.4140180598,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,5,11
CD5,33.4,165,0.80334728,1,0.6858751304,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,10
CD5,15.79,78,0.673640167,0,0.6342438162,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7
CD5,53.85,266,0.782426778,0,0.7047437786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,9
MED12,59.3,1291,0.5995671,0,0.6660998239,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,10
MED12,59.3,1291,0.54004329,0,0.6660998239,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,10
NF1,56.22,1596,0.729619565,0,0.5928596682,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,5,8
CUL3,74.74,574,0.824675325,1,0.5739958768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,10,11
NF1,29.59,840,0.881793478,1,0.5767886863,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,9,7
CCDC101,88.05,258,0.852348993,1,0.5225236837,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9
MED12,82.91,1805,0.50974026,0,0.5785167795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,11
MED12,82.91,1805,0.568181818,0,0.5785167795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,11
NF1,76.93,2184,0.472826087,0,0.4703775805,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,10
MED12,26,566,0.24025974,0,0.2839087913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,10,11
MED12,26,566,0.212121212,0,0.2839087913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,10,11
MED12,63.07,1373,0.188311688,0,0.3192471906,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,6,9
MED12,63.07,1373,0.140692641,0,0.3192471906,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,6,9
HPRT1,71.56,156,0.90625,1,0.572187016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,10,8
CD5,38.66,191,0.046025105,0,0.3631712539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22,2,9
CCDC101,49.49,145,0.577181208,0,0.6359203231,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,4,7
MED12,92.19,2007,0.230519481,0,0.3356828093,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19,7,7
MED12,92.19,2007,0.243506494,0,0.3356828093,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19,7,7
CD15,54.91,291,0.117216117,0,0.3514236404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,11
CD5,47.77,236,0.443514644,0,0.5532937544,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,9
NF1,0.35,10,0.841032609,1,0.5096887863,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,13
CD15,64.34,341,0.296703297,0,0.2644756958,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,2,17
MED12,80.25,1747,0.112554113,0,0.2620367014,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,3,12
MED12,80.25,1747,0.185064935,0,0.2620367014,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,3,12
THY1,30.86,50,0.338709677,0,0.572547255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,6,12
TADA1,69.85,234,0.743119266,0,0.6280657371,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17,10,12
CD33,26.92,98,0.279220779,0,0.3868611804,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,5,10
CD33,25.27,92,0.119047619,0,0.4144011074,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,19,5,10
CD15,46.79,248,0.223443223,0,0.3993508212,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,16
CD13,14.58,141,0.196703297,0,0.4010020031,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,21,3,16
MED12,83.65,1821,0.377705628,0,0.4178041834,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,14
MED12,83.65,1821,0.333333333,0,0.4178041834,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,14
MED12,79.65,1734,0.166666667,0,0.2375789635,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,14
MED12,79.65,1734,0.174242424,0,0.2375789635,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,14
NF1,79.96,2270,0.611413043,0,0.4745793849,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,8
CD15,88.11,467,0.388278388,0,0.4751580471,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,10,13
CD13,52.74,510,0.738461538,0,0.6574984458,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,12
MED12,93.89,2044,0.201298701,0,0.3255287022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12
MED12,93.89,2044,0.189393939,0,0.3255287022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,12
MED12,15.8,344,0.494588745,0,0.6322985,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16,9,12
MED12,15.8,344,0.46969697,0,0.6322985,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16,9,12
H2-K,63.14,233,0.130177515,0,0.4831551456,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,6,12
CD13,41.57,402,0.701098901,0,0.5097116817,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,7,5
NF1,61.01,1732,0.796195652,0,0.6190713246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7
CD33,59.89,218,0.149350649,0,0.4457069016,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17,4,12
CD33,56.32,205,0.37012987,0,0.3312706976,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,14
MED12,49.15,1070,0.745670996,0,0.5763080881,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,4
MED12,49.15,1070,0.717532468,0,0.5763080881,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,4
MED12,92.1,2005,0.348484848,0,0.304537171,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,5,11
MED12,92.1,2005,0.307359307,0,0.304537171,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,5,11
MED12,13.78,300,0.705627706,0,0.5970098765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,10
MED12,13.78,300,0.808441558,1,0.5970098765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,10
CD5,5.87,29,0.033472803,0,0.4763106197,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,7,13
THY1,11.11,18,0.806451613,1,0.650618714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,12
CD45,68.14,770,0.498194946,0,0.5657282271,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7
H2-K,85.37,315,0.686390533,0,0.5627430458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,7
MED12,17.36,378,0.920995671,1,0.7414532742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,8
MED12,17.36,378,0.837662338,1,0.7414532742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,8
CD13,2.48,24,0.298901099,0,0.5672978932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,10
H2-K,80.22,296,0.278106509,0,0.473111771,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,15
CD15,65.09,345,0.351648352,0,0.4918329302,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,23,4,16
MED12,91.92,2001,0.162337662,0,0.2365700665,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,10
MED12,91.92,2001,0.206709957,0,0.2365700665,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,10
CD28,80.28,175,0.040540541,0,0.1640325769,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,14,4,10
MED12,37.67,820,0.913419913,1,0.5942496584,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,13
MED12,37.67,820,0.873376623,1,0.5942496584,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,13
CD5,12.75,63,0.870292887,1,0.613918838,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15,8,10
MED12,31.14,678,0.023809524,0,0.434390592,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14,6,9
MED12,31.14,678,0.011904762,0,0.434390592,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14,6,9
CUL3,61.2,470,0.681818182,0,0.6676589218,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,7
CD33,16.76,61,0.082251082,0,0.2969097814,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,16,5,8
CD5,62.35,308,0.158995816,0,0.4360651521,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,13
CD5,87.04,430,0.179916318,0,0.4327816603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,6,10
NF1,88.24,2505,0.754076087,0,0.5325982007,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,11
CD13,26.78,259,0.375824176,0,0.3807221976,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,16,4,12
MED12,36.06,785,0.084415584,0,0.4045649361,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,2,6
MED12,36.06,785,0.093073593,0,0.4045649361,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,2,6
NF1,15.96,453,0.605978261,0,0.5239624213,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,14,9,9
MED12,83,1807,0.438311688,0,0.4985687108,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,8
MED12,83,1807,0.331168831,0,0.4985687108,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,8
CD33,55.77,203,0.582251082,0,0.5768424626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,5
HPRT1,13.3,29,0.21875,0,0.6366389799,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,8,5
CD45,15.66,177,0.703971119,0,0.6608403553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,10,6
CD13,17.68,171,0.772527473,0,0.5333439561,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,6,7
NF1,60.37,1714,0.637228261,0,0.3580371771,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,6,8
CCDC101,90.1,264,0.187919463,0,0.3402836022,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8
MED12,29.08,633,0.074675325,0,0.3752499148,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,9,15
MED12,29.08,633,0.113636364,0,0.3752499148,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,9,15
MED12,6.84,149,0.053030303,0,0.216710794,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,16,6,7
MED12,6.84,149,0.055194805,0,0.216710794,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,16,6,7
TADA2B,24.29,102,0.415789474,0,0.4773944088,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,10
CD13,24.82,240,0.946153846,1,0.7518685014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3
CD13,57.6,557,0.903296703,1,0.702121299,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,7,11
CCDC101,39.25,115,0.44966443,0,0.5166535055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,4,8
CD43,13.42,53,0.239130435,0,0.5479494439,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,6,10
MED12,22.78,496,0.527056277,0,0.4564967619,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,10,8
MED12,22.78,496,0.558441558,0,0.4564967619,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,10,8
TADA2B,28.57,120,0.636842105,0,0.6259119373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,7,10
CD15,49.06,260,0.32967033,0,0.5815850632,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,6,13
CD45,87.96,994,0.599277978,0,0.5003640139,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,5
MED12,2.25,49,0.608225108,0,0.6551211357,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,7,8
MED12,2.25,49,0.586580087,0,0.6551211357,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,7,8
CCDC101,73.72,216,0.973154362,1,0.552065703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,9
CD45,86.46,977,0.003610108,0,0.3243561266,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,16,6,8
MED12,43.32,943,0.880952381,1,0.6425857926,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,8,6
MED12,43.32,943,0.844155844,1,0.6425857926,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,8,6
CD5,78.54,388,0.276150628,0,0.3927140416,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,4,7
CD5,46.96,232,0.041841004,0,0.3963958856,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,10
MED12,41.11,895,0.729437229,0,0.5690845778,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,17,5,9
MED12,41.11,895,0.662337662,0,0.5690845778,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,17,5,9
MED12,63.71,1387,0.833333333,1,0.6963774123,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,7
MED12,63.71,1387,0.803030303,1,0.6963774123,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,7
TADA2B,54.05,227,0.689473684,0,0.5109110159,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,8,7
MED12,46.67,1016,0.374458874,0,0.5265274052,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,9,9
MED12,46.67,1016,0.467532468,0,0.5265274052,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,9,9
CD33,30.22,110,0.772727273,0,0.6158654883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,12
NF1,70.31,1996,0.081521739,0,0.2573530901,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,11,12,5
H2-K,78.59,290,0.118343195,0,0.3181382658,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,6,11
MED12,73.77,1606,0.831168831,1,0.7681649825,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,9
MED12,73.77,1606,0.804112554,1,0.7681649825,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,9
NF2,45.21,269,0.820627803,1,0.759972161,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,11,9
H2-K,73.71,272,0.076923077,0,0.3197604316,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,3,13
NF2,73.11,435,0.246636771,0,0.6138875358,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,6
MED12,10.93,238,0.164502165,0,0.4075948967,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,8,8
MED12,10.93,238,0.193722944,0,0.4075948967,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,8,8
CUL3,36.2,278,0.305194805,0,0.4047866317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,14,8
TADA2B,62.62,263,0.915789474,1,0.7357847098,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,8
MED12,86.4,1881,0.46969697,0,0.5111458525,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,17,7,9
MED12,86.4,1881,0.5995671,0,0.5111458525,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,17,7,9
MED12,93.48,2035,0.154761905,0,0.3049901171,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,7,9
MED12,93.48,2035,0.151515152,0,0.3049901171,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,7,9
NF1,40.75,1157,0.554347826,0,0.7098422203,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,7,8
CD13,55.33,535,0.705494505,0,0.4500914606,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,19,4,13
CD13,74.35,719,0.324175824,0,0.349543689,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,18,5,6
H2-K,77.24,285,0.585798817,0,0.6502109665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,8
NF2,0.67,4,0.170403587,0,0.554306697,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,6,11
MED12,39.83,867,0.753246753,0,0.7461912072,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,8,9
MED12,39.83,867,0.798701299,0,0.7461912072,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,8,9
CD43,65.57,259,0.47826087,0,0.4839071019,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,2,9
CUL3,9.64,74,0.461038961,0,0.6222953081,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,6
CD45,61.06,690,0.801444043,1,0.598582784,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,6
CCDC101,41.98,123,0.872483221,1,0.6512718596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,12
NF1,0.21,6,0.379076087,0,0.5829515049,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,7,12
H2-K,84.01,310,0.035502959,0,0.1733681983,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,4,9
THY1,21.6,35,0.951612903,1,0.5737633603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,5,10
MED12,44.19,962,0.79004329,0,0.6104361527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,7,11
MED12,44.19,962,0.847402597,1,0.6104361527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,7,11
CD33,72.53,264,0.413419913,0,0.3603503296,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18,4,14
CD33,17.03,62,0.67965368,0,0.6412534257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,11
NF2,50.25,299,0.529147982,0,0.5535146886,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,9,8
TADA2B,28.1,118,0.610526316,0,0.4265844494,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,17,8,10
MED12,39.87,868,0.457792208,0,0.4660771834,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,4,7
MED12,39.87,868,0.507575758,0,0.4660771834,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,4,7
MED12,30.96,674,0.687229437,0,0.6491222894,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,10,5
MED12,30.96,674,0.782467532,0,0.6491222894,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,10,5
CD15,72.64,385,0.304029304,0,0.4807014158,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,5,10
NF1,29.41,835,0.942934783,1,0.5811840093,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8
CD13,68.98,667,0.7,0,0.54952996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,9,5
CD45,75.13,849,0.949458484,1,0.5366453257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,9,6
