,gene,result,rank,azimuth,crisprpred
1385,CD33,0,0.25974026,0.4683114673,-0.0017007904
1408,CD33,0,0.383116883,0.4565212821,0.1296929116
1443,CD33,0,0.279220779,0.3868611804,0.0574793952
1444,CD33,0,0.119047619,0.4144011074,0.0809393975
1461,CD33,0,0.149350649,0.4457069016,0.0253718369
1462,CD33,0,0.37012987,0.3312706976,0.0787653025
1487,CD33,0,0.082251082,0.2969097814,0.0861451358
1497,CD33,0,0.582251082,0.5768424626,-0.0884225977
1532,CD33,0,0.772727273,0.6158654883,0.0394964836
1564,CD33,0,0.413419913,0.3603503296,0.0414802724
1565,CD33,0,0.67965368,0.6412534257,0.3103975706
1642,CD33,1,0.813852814,0.6388233427,0.1729503673
1658,CD33,0,0.192640693,0.4572714052,0.1584312215
1716,CD33,0,0.636363636,0.5768649635,0.0767828369
1731,CD33,0,0.11038961,0.5213420088,0.0842912353
1745,CD33,0,0.454545455,0.4266834921,0.079883099
1769,CD33,0,0.305194805,0.3886814142,-0.1462044319
1773,CD33,0,0.792207792,0.5560495281,-0.0860017018
1785,CD33,0,0.199134199,0.4217538078,-0.0152958512
1839,CD33,0,0.359307359,0.5207794692,0.1849093182
1854,CD33,0,0.781385281,0.7121486128,0.0397974783
1903,CD33,0,0.742424242,0.6232040839,0.6805964036
1932,CD33,0,0.248917749,0.4810144573,0.2813545601
1963,CD33,1,0.893939394,0.6356165818,0.3209728629
1964,CD33,0,0.393939394,0.4395273023,0.1054780587
1973,CD33,0,0.25974026,0.3875767561,0.056035577
2023,CD33,0,0.761904762,0.5667216887,0.0496703435
2125,CD33,0,0.054112554,0.4898233911,0.301029945
2135,CD33,0,0.53030303,0.4170115406,0.0827271413
2136,CD33,0,0.454545455,0.5179213801,-0.0588812855
2169,CD33,0,0.021645022,0.5333631138,0.0965010276
2184,CD33,1,0.837662338,0.6727669806,0.2186385536
2386,CD33,0,0.567099567,0.4629850819,0.0699429423
2425,CD33,0,0.435064935,0.4975004427,0.0361088299
2487,CD33,0,0.422077922,0.459814799,-0.0711933155
2537,CD33,0,0.554112554,0.6267121924,0.0944130115
2631,CD33,0,0.186147186,0.4923196861,0.1182757877
2637,CD33,0,0.201298701,0.637767781,0.0611074108
2640,CD33,0,0.456709957,0.5159883348,0.1176396433
2642,CD33,1,0.891774892,0.7831546528,0.3103958219
2693,CD33,0,0.545454545,0.6690179547,0.1611916162
2716,CD33,1,0.844155844,0.6935521358,0.1597412849
2718,CD33,0,0.640692641,0.4158761715,0.0533420588
2733,CD33,0,0.612554113,0.5531738081,0.1630553323
2766,CD33,0,0.428571429,0.402637566,-0.0450192981
2867,CD33,1,0.935064935,0.7326279155,0.3014523889
2971,CD33,1,0.898268398,0.7277121216,0.3394123422
3008,CD33,0,0.573593074,0.5152099912,0.1688122546
3050,CD33,1,0.863636364,0.5751260283,0.1478799522
3077,CD33,1,0.887445887,0.5390891936,0.3672935972
3091,CD33,0,0.597402597,0.4640532452,0.3077952641
3153,CD33,1,0.939393939,0.6299782365,0.5844913653
3164,CD33,0,0.41991342,0.6264285111,0.2836373348
3231,CD33,0,0.586580087,0.5702329033,0.3384405037
3232,CD33,0,0.720779221,0.7011782163,0.0122326157
3262,CD33,0,0.422077922,0.5418514651,-0.1004137005
3354,CD33,1,0.922077922,0.6141914435,0.4185845147
3358,CD33,1,0.91991342,0.615793567,0.3171039512
3366,CD33,0,0.337662338,0.6038183143,0.1478734143
3441,CD33,1,0.904761905,0.6446760952,0.2933219041
3447,CD33,0,0.5995671,0.4798427402,0.0687356666
3490,CD33,0,0.519480519,0.4740941443,0.2820615876
3540,CD33,1,0.896103896,0.6577242111,0.3127626333
3589,CD33,0,0.170995671,0.4404544259,0.0336751317
3617,CD33,0,0.584415584,0.5358557325,0.0090955416
3620,CD33,0,0.229437229,0.450495247,0.3668799908
3624,CD33,0,0.036796537,0.1811163179,0.0459754977
3635,CD33,0,0.103896104,0.4680472813,-0.0399027723
3641,CD33,0,0.686147186,0.6109221441,-0.0850446564
3678,CD33,0,0.121212121,0.4284401344,0.3745444077
3679,CD33,0,0.67965368,0.6055748532,0.006557023
3785,CD33,0,0.696969697,0.544455298,0.0559894122
3872,CD33,1,0.915584416,0.6743291035,0.2294069904
3880,CD33,0,0.186147186,0.3167937766,-0.0819802472
3921,CD33,0,0.244588745,0.3864467425,0.1290076055
3956,CD33,0,0.766233766,0.5653237101,-0.0471808549
3974,CD33,0,0.090909091,0.3582077734,0.025452367
4022,CD33,0,0.662337662,0.5339872127,-0.1282210325
4030,CD33,0,0.597402597,0.5720945613,0.1558800236
4064,CD33,0,0.5,0.5565860717,-0.2382258681
4070,CD33,1,0.885281385,0.4822446364,0.4317461073
4170,CD33,0,0.138528139,0.4411044131,-0.016993842
4210,CD33,0,0.463203463,0.5687976549,0.1466568212
4213,CD33,0,0.612554113,0.5729213785,0.303889715
4261,CD33,1,0.902597403,0.6975881265,0.3375173648
4276,CD33,1,0.831168831,0.6105454084,0.4168730542
4345,CD33,0,0.341991342,0.4299906801,0.2864430345
4355,CD33,0,0.495670996,0.2765948353,0.0484527631
4404,CD33,0,0.586580087,0.5705093723,0.107767677
4461,CD33,0,0.681818182,0.7121588262,0.168134853
4485,CD33,1,0.846320346,0.4597084612,0.6643767458
4487,CD33,0,0.296536797,0.3164961507,0.0007780215
4489,CD33,0,0.238095238,0.3526674673,-0.1327766059
4534,CD33,0,0.554112554,0.4772156821,0.0109058541
4611,CD33,0,0.792207792,0.5954710415,0.2986299125
4632,CD33,1,0.818181818,0.6912171347,0.3350938083
4657,CD33,1,0.971861472,0.7088992348,0.5491127596
4708,CD33,0,0.04978355,0.2241108882,-0.0993458811
4735,CD33,0,0.385281385,0.6134345487,0.2743468463
4749,CD33,0,0.545454545,0.4207708392,0.2742812355
4770,CD33,0,0.406926407,0.4654113965,-0.1301269766
4832,CD33,0,0.192640693,0.3894892903,-0.0785315164
4841,CD33,0,0.712121212,0.4647171588,-0.140496958
4869,CD33,0,0.103896104,0.4608906731,0.0844035344
4879,CD33,0,0.095238095,0.2155189311,0.0724446658
4910,CD33,0,0.435064935,0.4437709545,0.0255176112
4919,CD33,1,0.974025974,0.8164068312,0.4281587537
4945,CD33,0,0.445887446,0.502573274,0.2477371681
4948,CD33,0,0.748917749,0.6040894962,0.155514107
4966,CD33,1,0.928571429,0.5035651987,0.2681823757
4978,CD33,1,0.917748918,0.682119163,0.4181703198
4997,CD33,1,0.800865801,0.5215263889,0.2908666206
5010,CD33,0,0.383116883,0.3790848083,0.1000746162
5026,CD33,0,0.718614719,0.4747083919,-0.0813145549
5028,CD33,1,0.848484848,0.6585131227,0.1681582439
5182,CD33,0,0.058441558,0.3869095074,0.068007998
5186,CD33,0,0.792207792,0.5663692255,-0.0795459243
34,CD43,0,0.007246377,0.1918936941,0.0437726816
39,CD43,0,0.644927536,0.5940822656,-0.2301751251
130,CD43,0,0.065217391,0.2432617326,-0.1384489742
133,CD43,0,0.057971014,0.3217474861,0.0703450911
136,CD43,1,0.862318841,0.5929168435,0.2012590977
159,CD43,0,0.384057971,0.4585157291,-0.1004964702
175,CD43,0,0.557971014,0.6331357199,0.2812559841
256,CD43,1,0.963768116,0.7111980945,0.5788180403
265,CD43,0,0.717391304,0.739006944,0.1805756976
269,CD43,1,0.949275362,0.7210738525,0.647643683
313,CD43,0,0.355072464,0.4930750535,-0.0343871638
327,CD43,0,0.615942029,0.7414279087,0.2411339435
371,CD43,0,0.492753623,0.4671215728,-0.1045325548
374,CD43,0,0.710144928,0.6448940508,0.1284357465
400,CD43,0,0.608695652,0.5535652872,0.0259949333
431,CD43,0,0.579710145,0.496682021,0.0362865609
435,CD43,0,0.188405797,0.2855362323,-0.1012481138
525,CD43,0,0.442028986,0.5037433107,0.2600670282
550,CD43,0,0.782608696,0.7600831416,0.4530281335
583,CD43,0,0.268115942,0.4190840325,0.1095367101
587,CD43,1,0.826086957,0.6079657355,0.3709087575
619,CD43,0,0.347826087,0.5861035518,0.5674242005
622,CD43,0,0.746376812,0.4525486218,0.2071782653
759,CD43,0,0.289855072,0.4885702054,0.1447854176
775,CD43,0,0.666666667,0.7108760306,-0.0893454187
804,CD43,0,0.369565217,0.5603146291,0.2760888797
846,CD43,0,0.413043478,0.5547144629,0.0167557367
852,CD43,0,0.789855072,0.5271289899,0.2714875294
883,CD43,0,0.5,0.6564518595,0.1656990707
932,CD43,1,0.905797101,0.5541999362,0.2213560639
1055,CD43,0,0.231884058,0.5420307685,0.0573065325
1056,CD43,0,0.630434783,0.599669156,-0.1652441134
1175,CD43,0,0.601449275,0.6810923025,0.2973557979
1223,CD43,1,0.804347826,0.7659031173,0.2615088841
1245,CD43,0,0.195652174,0.339284494,0.1333696908
1259,CD43,0,0.166666667,0.2584774463,-0.1005113933
1260,CD43,0,0.768115942,0.5908237142,0.1280469008
1350,CD43,0,0.224637681,0.3523334603,0.1591170205
1511,CD43,0,0.239130435,0.5479494439,0.036358318
1555,CD43,0,0.47826087,0.4839071019,-0.0752382763
1610,CD43,0,0.260869565,0.5649061279,0.1719770559
1619,CD43,1,0.81884058,0.6273544071,0.1835517237
1674,CD43,1,0.811594203,0.7261998932,0.6032430451
1703,CD43,0,0.565217391,0.6859550413,0.2803477813
1717,CD43,0,0.144927536,0.3412768588,0.2507692733
1727,CD43,1,0.876811594,0.6375094499,0.467914308
1742,CD43,1,0.855072464,0.5857380275,0.1206535879
1749,CD43,0,0.775362319,0.6293812933,0.1765574256
1752,CD43,0,0.152173913,0.4284024039,0.0725340537
1768,CD43,0,0.101449275,0.4866736873,0.1290438725
1770,CD43,0,0.586956522,0.6395578661,-0.1541599368
1792,CD43,0,0.202898551,0.2825554764,-0.1884518449
1807,CD43,0,0.246376812,0.4901461059,-0.0263680043
1910,CD43,0,0.043478261,0.3876902362,0.2469907301
1930,CD43,0,0.543478261,0.5869296444,0.2103336486
1978,CD43,0,0.391304348,0.4692155464,0.1014041055
2028,CD43,0,0.333333333,0.5245427519,-0.1292604931
2039,CD43,0,0.652173913,0.7026411826,0.2760713871
2048,CD43,0,0.702898551,0.6798192866,0.2421103136
2308,CD43,0,0.514492754,0.6333775622,0.0002012965
2387,CD43,1,0.869565217,0.630593373,0.3531454338
2450,CD43,0,0.275362319,0.2670087701,0.1948092597
2525,CD43,1,0.898550725,0.7043792099,0.2124550128
2582,CD43,1,0.971014493,0.6989622746,0.3552857729
2592,CD43,0,0.108695652,0.2731363654,-0.0396331744
2598,CD43,0,0.463768116,0.6204479925,-0.0649759403
2610,CD43,0,0.15942029,0.3821793659,0.1460208604
2629,CD43,1,0.884057971,0.6559464718,0.3238496126
2653,CD43,0,0.028985507,0.4852299263,0.0058519932
2685,CD43,0,0.427536232,0.5450559629,0.1420064895
2722,CD43,1,0.920289855,0.5588738528,0.6048121774
2732,CD43,0,0.014492754,0.4060081295,0.1122430519
2752,CD43,0,0.31884058,0.4500753147,0.2245334887
2783,CD43,0,0.434782609,0.4360331829,0.0926912616
2804,CD43,0,0.65942029,0.6497357802,0.2206981554
2833,CD43,0,0.072463768,0.4863627957,0.3227768867
2849,CD43,0,0.18115942,0.4770426769,0.4776460454
2853,CD43,0,0.507246377,0.6912785485,0.2400456706
2870,CD43,0,0.471014493,0.603560185,0.3022293535
2947,CD43,1,0.927536232,0.6354046348,0.3804476174
2991,CD43,1,0.833333333,0.5245723102,0.16815141
3026,CD43,1,1,0.6295437336,0.5899955746
3027,CD43,1,1,0.6295437336,0.5898912685
3028,CD43,1,1,0.6295437336,0.5899957545
3029,CD43,1,1,0.6295437336,0.5898914489
3030,CD43,1,1,0.6295437336,0.5899959352
3031,CD43,1,1,0.6295437336,0.58989163
3032,CD43,1,1,0.6295437336,0.5899961166
3033,CD43,1,1,0.6295437336,0.5898918119
3078,CD43,0,0.637681159,0.5204973269,0.2137187314
3098,CD43,0,0.036231884,0.4681461488,0.1142650201
3111,CD43,0,0.210144928,0.4377520609,0.2274790837
3268,CD43,1,0.942028986,0.5449991445,0.542682497
3269,CD43,1,0.913043478,0.5702468474,0.6226468383
3285,CD43,0,0.405797101,0.5689045775,0.4228939049
3292,CD43,1,0.847826087,0.641993475,0.1713463988
3318,CD43,1,0.84057971,0.6034747672,0.2454379872
3323,CD43,0,0.695652174,0.6773325479,0.2651205624
3338,CD43,0,0.086956522,0.2403067809,0.0480310065
3340,CD43,0,0.282608696,0.4880576635,0.1575346725
3392,CD43,1,0.891304348,0.7081216409,0.1023232688
3472,CD43,0,0.572463768,0.5730552487,0.2837993987
3475,CD43,0,0.376811594,0.6648376956,0.0060606071
3507,CD43,0,0.550724638,0.6489169519,0.2968387994
3556,CD43,0,0.362318841,0.6080522268,0.1116885851
3636,CD43,0,0.485507246,0.6263841356,0.3174142486
3638,CD43,0,0.130434783,0.4642613239,-0.1629714549
3653,CD43,1,0.956521739,0.637241418,0.2945229698
3709,CD43,0,0.724637681,0.3993125076,0.0218549459
3736,CD43,0,0.731884058,0.6530863353,0.0697682431
3754,CD43,1,0.985507246,0.5601487642,0.1344991957
3763,CD43,0,0.304347826,0.4753428495,-0.2479750938
3817,CD43,0,0.123188406,0.3367031545,0.2771203812
3843,CD43,1,0.97826087,0.6430328267,0.3979622348
3881,CD43,0,0.688405797,0.5879471525,0.022005965
3932,CD43,0,0.079710145,0.2860484063,0.0453591261
4049,CD43,0,0.623188406,0.6841424245,0.3484687015
4168,CD43,0,0.536231884,0.6715472344,0.1693358304
4206,CD43,0,0.398550725,0.538848214,0.2226676994
4214,CD43,0,0.673913043,0.5569153735,0.1928346458
4291,CD43,0,0.050724638,0.2845643122,0.0544918266
4315,CD43,0,0.797101449,0.7357824287,0.292014839
4391,CD43,0,0.02173913,0.3116099748,-0.002597041
4465,CD43,0,0.420289855,0.3041897787,-0.0416294045
4473,CD43,0,0.217391304,0.5021686083,0.1524998027
4516,CD43,0,0.594202899,0.5297375358,-0.0369380115
4521,CD43,0,0.528985507,0.569270193,-0.1123140303
4575,CD43,0,0.297101449,0.4802767343,0.0373365041
4591,CD43,0,0.760869565,0.4593662976,-0.0335779017
4675,CD43,0,0.34057971,0.5560136696,0.1803283515
4692,CD43,0,0.326086957,0.4332560632,0.2262585095
4707,CD43,0,0.115942029,0.1312188609,0.0249540985
4722,CD43,0,0.311594203,0.5029738164,0.0448631549
4730,CD43,0,0.449275362,0.5246755856,0.2157412951
4792,CD43,0,0.094202899,0.4976238105,0.0848815774
4898,CD43,0,0.753623188,0.4735695875,0.0774980313
4913,CD43,1,0.992753623,0.6130203351,0.3940992227
4960,CD43,0,0.456521739,0.5557230546,0.19658517
4998,CD43,0,0.68115942,0.6676577778,0.2616932573
5004,CD43,0,0.253623188,0.5237479374,-0.192732171
5171,CD43,0,0.52173913,0.4756826538,0.3554062196
5176,CD43,0,0.739130435,0.6544414761,0.3283570627
5177,CD43,0,0.173913043,0.5248448494,0.2108923326
5185,CD43,1,0.934782609,0.6221448937,0.3597345258
5201,CD43,0,0.137681159,0.1432633121,-0.0695734007
14,CD45,0,0.581227437,0.6174712871,0.192233914
33,CD45,0,0.657039711,0.5713270027,0.4055189908
38,CD45,1,0.996389892,0.6728217154,0.5310935095
42,CD45,0,0.725631769,0.5854654185,0.1122476403
54,CD45,0,0.653429603,0.674194574,0.1351638325
74,CD45,1,0.931407942,0.629647012,0.1425239912
77,CD45,0,0.386281588,0.5747327853,0.0197639171
82,CD45,0,0.288808664,0.4860502206,0.0905401203
83,CD45,0,0.458483755,0.4816440129,0.1926129667
109,CD45,0,0.108303249,0.4593547437,0.0317887381
121,CD45,1,0.83032491,0.7086022491,0.1802685596
142,CD45,0,0.259927798,0.3913974233,-0.028106392
143,CD45,0,0.306859206,0.3196097605,0.1689977583
160,CD45,0,0.566787004,0.6248557973,0.2124954539
181,CD45,1,0.895306859,0.6464816008,0.4498362575
195,CD45,0,0.750902527,0.5495129605,0.2799706381
199,CD45,1,0.841155235,0.6837122273,0.3999670535
207,CD45,1,0.819494585,0.7471209869,0.2165635446
218,CD45,0,0.115523466,0.2792008946,-0.1102593463
239,CD45,1,0.823104693,0.5470504323,0.2394166196
242,CD45,0,0.223826715,0.4251787447,0.1905510171
243,CD45,1,0.938628159,0.5928112453,0.2279383379
244,CD45,1,0.927797834,0.5565319565,0.5264937837
257,CD45,0,0.25631769,0.5175943196,0.3471332496
293,CD45,0,0.559566787,0.5148935777,-0.037180064
328,CD45,0,0.23465704,0.5076730395,0.0665672057
336,CD45,1,0.870036101,0.547008283,0.2250671494
357,CD45,1,0.971119134,0.6341377211,0.2634631984
366,CD45,0,0.231046931,0.7171882258,0.4160182007
373,CD45,0,0.209386282,0.5754600376,0.1445567939
388,CD45,0,0.436823105,0.4151702972,-0.0142775607
389,CD45,0,0.620938628,0.6280335573,0.4838708322
393,CD45,0,0.584837545,0.4523672927,0.2596690379
401,CD45,0,0.483754513,0.4406618778,0.1439609138
432,CD45,0,0.16967509,0.5932952017,0.0576917969
433,CD45,0,0.779783394,0.5689173247,0.2009251446
450,CD45,1,0.884476534,0.7177750723,0.3368484735
451,CD45,0,0.545126354,0.5056658268,-0.087106413
489,CD45,0,0.548736462,0.6310308114,0.343870923
534,CD45,0,0.180505415,0.1971841599,0.0101459881
553,CD45,1,0.924187726,0.5598786855,0.4338577393
562,CD45,0,0.314079422,0.3805168695,0.0866156332
564,CD45,0,0.592057762,0.7084276289,0.1756432272
566,CD45,0,0.422382671,0.4759713468,-0.0115314551
582,CD45,1,0.906137184,0.721639926,0.4684908284
589,CD45,1,0.989169675,0.7242266382,0.3323145385
595,CD45,0,0.19133574,0.3177153612,0.1595845708
609,CD45,0,0.736462094,0.5121376028,0.3700145322
620,CD45,0,0.707581227,0.4563142107,0.123621736
627,CD45,0,0.296028881,0.494312395,0.0368604424
632,CD45,0,0.689530686,0.5826642481,0.5824245196
643,CD45,0,0.42599278,0.601790246,0.3780482197
757,CD45,0,0.238267148,0.4293447452,0.4579354577
761,CD45,0,0.59566787,0.625429,0.021568665
765,CD45,0,0.465703971,0.348559385,-0.0975570419
781,CD45,0,0.028880866,0.3181331511,0.2894512429
828,CD45,0,0.40433213,0.6088850104,-0.0264369878
879,CD45,0,0.501805054,0.5778178244,0.3543848305
893,CD45,0,0.332129964,0.4536999524,0.3596930834
905,CD45,0,0.418772563,0.4274102216,-0.1978346601
911,CD45,1,0.888086643,0.5258813804,0.2802788928
934,CD45,0,0.606498195,0.5537392284,0.0620870759
937,CD45,0,0.631768953,0.6336778137,-0.0117201578
947,CD45,0,0.205776173,0.318413432,0.2648867985
960,CD45,0,0.454873646,0.5583043903,0.4019863128
961,CD45,1,0.960288809,0.6785906688,0.4869289254
962,CD45,1,0.981949458,0.5933200617,0.4940972736
966,CD45,1,0.942238267,0.5383865672,0.5704298722
983,CD45,1,0.898916968,0.6817481611,0.8768697833
985,CD45,0,0.462093863,0.5742792982,0.1794703225
986,CD45,1,0.859205776,0.5996319239,0.3976221201
987,CD45,0,0.133574007,0.3103733416,-0.0938474702
1002,CD45,0,0.010830325,0.2714240422,0.1176650994
1019,CD45,0,0.487364621,0.4700505783,-0.0352211443
1023,CD45,0,0.74368231,0.5998088605,0.1018309781
1043,CD45,0,0.57400722,0.3983660158,0.1635980741
1044,CD45,0,0.270758123,0.3179074724,0.1228813325
1076,CD45,0,0.38267148,0.503445165,-0.0078778854
1083,CD45,0,0.407942238,0.5619996169,-0.0153921183
1085,CD45,0,0.505415162,0.5922612023,0.2004803906
1097,CD45,0,0.018050542,0.5539688938,0.1795195531
1098,CD45,0,0.772563177,0.5503531856,0.2562387046
1104,CD45,0,0.184115523,0.5598012417,0.1954129103
1110,CD45,0,0.335740072,0.5484591554,0.2087944027
1121,CD45,0,0.046931408,0.2174537904,-0.1619073692
1154,CD45,0,0.530685921,0.5333360228,0.1208388927
1162,CD45,0,0.519855596,0.5515987863,0.2307785772
1176,CD45,0,0.78700361,0.6923905086,0.2250242134
1184,CD45,0,0.119133574,0.097734108,-0.21322507
1188,CD45,0,0.061371841,0.4906009496,-0.1863063781
1197,CD45,0,0.61732852,0.5170881596,0.372133918
1202,CD45,0,0.472924188,0.3354871801,0.2046115284
1233,CD45,0,0.375451264,0.4318270207,0.0512307992
1243,CD45,0,0.292418773,0.4989792358,0.3663887275
1269,CD45,0,0.790613718,0.6226808363,0.2133341566
1300,CD45,0,0.303249097,0.3874087393,0.1892178203
1354,CD45,0,0.671480144,0.4205489128,-0.0657505539
1367,CD45,0,0.227436823,0.3881370911,0.0065476798
1409,CD45,1,0.902527076,0.5530703296,0.5897360147
1471,CD45,0,0.498194946,0.5657282271,0.2217725065
1499,CD45,0,0.703971119,0.6608403553,0.146269679
1516,CD45,0,0.599277978,0.5003640139,0.3557401799
1520,CD45,0,0.003610108,0.3243561266,0.0730738674
1557,CD45,1,0.801444043,0.598582784,0.5559039521
1575,CD45,1,0.949458484,0.5366453257,0.4992405952
1583,CD45,0,0.602888087,0.5054031557,0.0850740308
1585,CD45,0,0.039711191,0.1238948858,0.1679880825
1641,CD45,0,0.173285199,0.4414386959,0.0838035408
1647,CD45,0,0.032490975,0.2797043077,-0.0951098048
1708,CD45,1,0.837545126,0.6255342511,0.5624739398
1757,CD45,0,0.613718412,0.5374325167,-0.1522749473
1809,CD45,0,0.342960289,0.4431867196,0.1215488863
1827,CD45,0,0.400722022,0.4971286552,0.0927196006
1834,CD45,0,0.328519856,0.4091444585,-0.0913810454
1898,CD45,0,0.628158845,0.5821978419,-0.0859641101
1940,CD45,0,0.064981949,0.3251433409,0.0023409925
1957,CD45,1,0.80866426,0.6923045134,0.235542926
1975,CD45,1,0.909747292,0.5609910914,0.0933142741
2012,CD45,0,0.144404332,0.2713142442,0.3174804184
2029,CD45,0,0.415162455,0.5415131828,-0.0024364414
2064,CD45,0,0.494584838,0.5134217329,0.3106525944
2071,CD45,0,0.527075812,0.424531888,0.0005085785
2079,CD45,0,0.166064982,0.5588176122,0.2784455605
2228,CD45,0,0.198555957,0.3792247215,0.4688199802
2264,CD45,0,0.711191336,0.60008549,0.3096584296
2298,CD45,0,0.516245487,0.5864454741,0.0913604595
2310,CD45,0,0.104693141,0.2479185674,0.0346052628
2356,CD45,0,0.097472924,0.3809939315,0.0106100625
2363,CD45,0,0.649819495,0.5429219378,0.1767490627
2383,CD45,1,0.891696751,0.6265891223,0.4793473627
2438,CD45,0,0.512635379,0.6056455944,0.2502427298
2470,CD45,0,0.21299639,0.2751279313,-0.0732032238
2472,CD45,0,0.642599278,0.703669219,0.2859061025
2494,CD45,0,0.353790614,0.4572533511,0.2975406965
2503,CD45,0,0.079422383,0.2037591614,0.1231421912
2526,CD45,0,0.324909747,0.4153986899,-0.1249143667
2550,CD45,0,0.476534296,0.5093047905,0.0849288609
2564,CD45,0,0.429602888,0.5909905685,-0.0924981438
2624,CD45,0,0.740072202,0.5852431856,0.4119657554
2636,CD45,0,0.321299639,0.4828336055,0.1219891527
2699,CD45,0,0.761732852,0.6367117985,0.4491660907
2701,CD45,0,0.646209386,0.607931828,0.1697915403
2723,CD45,0,0.411552347,0.5991257757,0.1478123698
2727,CD45,0,0.158844765,0.2867119681,0.088727383
2784,CD45,0,0.664259928,0.5521391812,0.151247152
2785,CD45,0,0.570397112,0.4951753139,0.0704649396
2810,CD45,1,0.974729242,0.6100853214,0.1565859379
2829,CD45,0,0.635379061,0.5399102808,0.4002353391
2841,CD45,0,0.776173285,0.4656015675,-0.0006302947
2852,CD45,0,0.480144404,0.4728353978,0.0632911878
2855,CD45,1,0.855595668,0.6618631701,0.4269601631
2863,CD45,1,0.815884477,0.6641219227,0.2155897961
2873,CD45,1,0.963898917,0.6814814437,0.4847011738
2937,CD45,0,0.368231047,0.6845473293,0.1262777991
3006,CD45,0,0.393501805,0.4969975496,0.2689513981
3042,CD45,1,0.945848375,0.5762197507,0.4772490848
3076,CD45,1,0.833935018,0.7660055449,0.240015546
3168,CD45,0,0.768953069,0.5616395904,0.112049907
3286,CD45,0,0.732851986,0.5305546229,-0.1569383656
3350,CD45,1,0.920577617,0.7062456483,0.2824330387
3370,CD45,0,0.357400722,0.397527912,0.1971121716
3380,CD45,0,0.758122744,0.6203983851,0.0570347266
3454,CD45,1,0.916967509,0.5992729628,0.3059721988
3464,CD45,0,0.216606498,0.4035507578,-0.111357782
3548,CD45,0,0.14801444,0.1302091363,-0.0801693594
3549,CD45,0,0.667870036,0.3816227375,0.381648598
3571,CD45,0,0.122743682,0.3347548008,0.1259961799
3615,CD45,0,0.068592058,0.4435894853,0.3843514968
3649,CD45,1,0.967509025,0.6086154032,0.2256824165
3652,CD45,1,0.953068592,0.6339571224,0.5547812946
3664,CD45,0,0.797833935,0.6188261829,0.1681357004
3674,CD45,0,0.057761733,0.2774098231,-0.1223331758
3725,CD45,0,0.187725632,0.2546927982,0.3095609246
3749,CD45,0,0.162454874,0.4744965993,0.0223316996
3750,CD45,0,0.685920578,0.5819884451,0.1032993454
3755,CD45,0,0.397111913,0.4706120834,0.1708133416
3842,CD45,1,0.812274368,0.5544918,0.3369930266
3848,CD45,1,0.97833935,0.7920782925,0.6024783348
3855,CD45,0,0.718411552,0.6644866718,0.5957466121
3866,CD45,1,0.913357401,0.6635040018,0.2070818586
3868,CD45,0,0.55234657,0.5064131483,-0.1985765414
3889,CD45,0,0.660649819,0.5134608376,0.0539549571
3898,CD45,0,0.678700361,0.6058489453,-0.0163977848
3910,CD45,0,0.523465704,0.4957126883,-0.0791765592
3917,CD45,0,0.682310469,0.5164820494,0.0513570498
3957,CD45,0,0.440433213,0.4970634548,0.1620543655
3983,CD45,0,0.036101083,0.3246744214,-0.2131853902
4014,CD45,0,0.794223827,0.6666120366,0.037998157
4031,CD45,1,0.880866426,0.6956707242,0.2082944831
4060,CD45,0,0.714801444,0.5240786777,0.0685502249
4118,CD45,0,0.252707581,0.3566386273,0.0832440137
4120,CD45,0,0.371841155,0.550117199,0.2900807163
4122,CD45,1,0.873646209,0.6581596879,0.2850203409
4136,CD45,1,0.9566787,0.5844805915,0.1970006069
4139,CD45,0,0.277978339,0.4833537787,0.2261592141
4161,CD45,0,0.202166065,0.3825976956,0.3980690301
4173,CD45,0,0.176895307,0.5053096742,0.1375858883
4182,CD45,0,0.729241877,0.507606309,0.1179702589
4207,CD45,0,0.610108303,0.6323668393,0.1686145673
4212,CD45,1,0.877256318,0.5660923783,0.3083514606
4216,CD45,0,0.310469314,0.4479716929,0.0580628203
4227,CD45,1,0.992779783,0.7319602922,0.3159074927
4257,CD45,0,0.083032491,0.3706299292,0.1744182413
4258,CD45,0,0.155234657,0.445277982,-0.2363805297
4259,CD45,1,1,0.5872203373,0.4315693001
4273,CD45,1,0.848375451,0.6198356826,0.4699118252
4279,CD45,0,0.151624549,0.5417340517,0.3196660898
4281,CD45,0,0.555956679,0.4493734307,-0.1281567166
4287,CD45,0,0.090252708,0.2453389039,-0.2042931768
4293,CD45,0,0.02166065,0.2673354517,-0.0615794204
4307,CD45,0,0.747292419,0.6147940001,0.4830992919
4313,CD45,0,0.339350181,0.6580757262,0.3676282981
4320,CD45,0,0.693140794,0.5492740409,0.2340829231
4322,CD45,0,0.76534296,0.5628209498,0.2154415632
4356,CD45,0,0.469314079,0.5835128173,0.2015328241
4366,CD45,1,0.805054152,0.695299994,0.3619256871
4401,CD45,0,0.285198556,0.4295403243,-0.0601770985
4420,CD45,1,0.866425993,0.4575290911,0.2385740108
4426,CD45,0,0.783393502,0.5965004544,0.5020699473
4441,CD45,0,0.299638989,0.4707930771,0.1290496455
4459,CD45,0,0.44765343,0.4612230579,0.0237221697
4531,CD45,0,0.696750903,0.5311632239,0.1695980209
4544,CD45,0,0.444043321,0.3876742611,0.0244254637
4549,CD45,0,0.534296029,0.4967147573,-0.1227294584
